unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,taxi_pick_up_location
34432792,2016-09-29T22:54:09.000,2016-10-01T18:20:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2607 JEROME AVENUE,JEROME AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2016-10-01T18:20:17.000,07 BRONX,BRONX,1012322,254825,Unspecified,BRONX,40.86606572942326,-73.89850683939007,"{'type': 'Point', 'coordinates': [-73.89850683939007, 40.86606572942326]}",,,
34433729,2016-09-29T22:54:09.000,2016-10-04T14:49:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2607 JEROME AVENUE,JEROME AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-04T14:49:36.000,07 BRONX,BRONX,1012322,254825,Unspecified,BRONX,40.86606572942326,-73.89850683939007,"{'type': 'Point', 'coordinates': [-73.89850683939007, 40.86606572942326]}",,,
34442289,2016-09-29T22:53:28.000,2016-09-30T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10471,5719 FARADAY AVENUE,FARADAY AVENUE,,,ADDRESS,BRONX,N/A,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-09-30T00:00:00.000,08 BRONX,BRONX,1012013,268969,Unspecified,BRONX,40.90488752863375,-73.8995653840226,"{'type': 'Point', 'coordinates': [-73.8995653840226, 40.90488752863375]}",,,
34436076,2016-09-29T22:53:22.000,2016-09-29T23:25:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,,,,,INTERSECTION,NEW YORK,Precinct,Closed,2016-09-30T06:53:22.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T23:25:11.000,04 MANHATTAN,MANHATTAN,987157,219013,Unspecified,MANHATTAN,40.76781600688597,-73.98950536853718,"{'type': 'Point', 'coordinates': [-73.98950536853718, 40.76781600688597]}",WEST   55 STREET,10 AVENUE,
34436153,2016-09-29T22:53:00.000,2016-10-05T11:37:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11412,119-48 FARMERS BOULEVARD,FARMERS BOULEVARD,119 DR,120 AVE,ADDRESS,Saint Albans,N/A,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,2016-10-05T11:37:00.000,12 QUEENS,QUEENS,1050419,189650,Unspecified,QUEENS,40.68697487350294,-73.76141099580424,"{'type': 'Point', 'coordinates': [-73.76141099580424, 40.68697487350294]}",,,
34435988,2016-09-29T22:52:16.000,2016-09-30T01:42:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,10 JONES STREET,JONES STREET,WEST 4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T06:52:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T01:42:18.000,02 MANHATTAN,MANHATTAN,983696,206033,Unspecified,MANHATTAN,40.73218964320252,-74.00199893957861,"{'type': 'Point', 'coordinates': [-74.00199893957861, 40.73218964320252]}",,,
34434687,2016-09-29T22:52:08.000,2016-10-14T09:43:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11249,109 NORTH    7 STREET,NORTH    7 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-10-14T09:43:33.000,01 BROOKLYN,BROOKLYN,995485,201206,Unspecified,BROOKLYN,40.71893358427464,-73.9594699997005,"{'type': 'Point', 'coordinates': [-73.9594699997005, 40.71893358427464]}",,,
34431817,2016-09-29T22:52:08.000,2016-10-14T09:43:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11249,109 NORTH    7 STREET,NORTH    7 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-10-14T09:43:33.000,01 BROOKLYN,BROOKLYN,995485,201206,Unspecified,BROOKLYN,40.71893358427464,-73.9594699997005,"{'type': 'Point', 'coordinates': [-73.9594699997005, 40.71893358427464]}",,,
34430015,2016-09-29T22:50:49.000,2016-10-05T14:06:38.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10471,5719 FARADAY AVENUE,FARADAY AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2016-10-05T14:06:38.000,08 BRONX,BRONX,1012013,268969,Unspecified,BRONX,40.90488752863375,-73.8995653840226,"{'type': 'Point', 'coordinates': [-73.8995653840226, 40.90488752863375]}",,,
34431862,2016-09-29T22:50:48.000,2016-10-05T14:06:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10471,5719 FARADAY AVENUE,FARADAY AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-05T14:06:39.000,08 BRONX,BRONX,1012013,268969,Unspecified,BRONX,40.90488752863375,-73.8995653840226,"{'type': 'Point', 'coordinates': [-73.8995653840226, 40.90488752863375]}",,,
34437215,2016-09-29T22:50:35.000,2016-09-29T23:26:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11354,146 STREET,146 STREET,33 AVENUE,34 AVENUE,BLOCKFACE,FLUSHING,Precinct,Closed,2016-09-30T06:50:35.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T23:26:14.000,07 QUEENS,QUEENS,1033759,219091,Unspecified,QUEENS,40.767891939782906,-73.82126602656682,"{'type': 'Point', 'coordinates': [-73.82126602656682, 40.767891939782906]}",,,
34437149,2016-09-29T22:50:04.000,2016-09-30T04:08:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10453,,,,,INTERSECTION,BRONX,Precinct,Closed,2016-09-30T06:50:04.000,The Police Department issued a summons in response to the complaint.,2016-09-30T04:08:55.000,05 BRONX,BRONX,1006823,248762,Unspecified,BRONX,40.849440392775094,-73.91840865225434,"{'type': 'Point', 'coordinates': [-73.91840865225434, 40.849440392775094]}",WEST  176 STREET,ANDREWS AVENUE,
34435290,2016-09-29T22:50:00.000,2016-10-17T21:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10023,155 WEST   66 STREET,WEST   66 STREET,BROADWAY,AMSTERDAM AVE,ADDRESS,NEW YORK,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-10-17T21:00:00.000,07 MANHATTAN,MANHATTAN,988848,221407,Unspecified,MANHATTAN,40.7743861945813,-73.98339901048428,"{'type': 'Point', 'coordinates': [-73.98339901048428, 40.7743861945813]}",,,
34437081,2016-09-29T22:49:37.000,2016-09-30T01:11:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,3085 GODWIN TERRACE,GODWIN TERRACE,WEST 231 STREET,BEND,ADDRESS,BRONX,Precinct,Closed,2016-09-30T06:49:37.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T01:11:34.000,08 BRONX,BRONX,1010334,259743,Unspecified,BRONX,40.879570219997774,-73.90567521939772,"{'type': 'Point', 'coordinates': [-73.90567521939772, 40.879570219997774]}",,,
34437042,2016-09-29T22:49:22.000,2016-09-30T07:19:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11105,33-06 DITMARS BOULEVARD,DITMARS BOULEVARD,33 STREET,35 STREET,ADDRESS,ASTORIA,Precinct,Closed,2016-09-30T06:49:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T07:19:33.000,01 QUEENS,QUEENS,1009311,221747,Unspecified,QUEENS,40.775285075089755,-73.90951651031338,"{'type': 'Point', 'coordinates': [-73.90951651031338, 40.775285075089755]}",,,
34430983,2016-09-29T22:49:19.000,2016-10-08T02:14:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11228,7002 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-10-08T02:14:50.000,10 BROOKLYN,BROOKLYN,980646,168123,Unspecified,BROOKLYN,40.62813459158012,-74.0129836572411,"{'type': 'Point', 'coordinates': [-74.0129836572411, 40.62813459158012]}",,,
34436042,2016-09-29T22:49:16.000,2016-09-30T03:25:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,247 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 185 STREET,WEST 186 STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T06:49:16.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T03:25:31.000,12 MANHATTAN,MANHATTAN,1002795,249892,Unspecified,MANHATTAN,40.85255128587805,-73.93296494740626,"{'type': 'Point', 'coordinates': [-73.93296494740626, 40.85255128587805]}",,,
34431292,2016-09-29T22:48:48.000,2016-09-30T00:00:01.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11218,709 CHURCH AVENUE,CHURCH AVENUE,EAST 7 STREET,EAST 8 STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-10-13T22:48:50.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",2016-09-30T11:00:27.000,12 BROOKLYN,BROOKLYN,991802,174483,Unspecified,BROOKLYN,40.645588949443635,-73.97278628444958,"{'type': 'Point', 'coordinates': [-73.97278628444958, 40.645588949443635]}",,,
34435301,2016-09-29T22:48:31.000,2016-10-01T08:43:27.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10452,,,,,INTERSECTION,BRONX,N/A,Closed,2016-10-08T07:03:24.000,The Department of Parks and Recreation performed the work necessary to correct the condition.,2016-10-01T08:43:27.000,04 BRONX,BRONX,1005452,243662,Unspecified,BRONX,40.83544578740747,-73.9233803284864,"{'type': 'Point', 'coordinates': [-73.9233803284864, 40.83544578740747]}",JEROME AVENUE,SHAKESPEARE AVENUE,
34436294,2016-09-29T22:48:00.000,2016-10-04T21:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11374,63-34 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,63 RD,EVERTON ST,ADDRESS,Rego Park,N/A,Closed,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2016-10-04T21:37:00.000,05 QUEENS,QUEENS,1020685,202923,Unspecified,QUEENS,40.72357843536252,-73.86855238237332,"{'type': 'Point', 'coordinates': [-73.86855238237332, 40.72357843536252]}",,,
34432240,2016-09-29T22:47:49.000,2016-09-30T04:28:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,199 EAST 3 STREET,EAST 3 STREET,AVENUE A,AVENUE B,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T06:47:49.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T04:28:57.000,03 MANHATTAN,MANHATTAN,988828,202649,Unspecified,MANHATTAN,40.72290022061987,-73.98348398937051,"{'type': 'Point', 'coordinates': [-73.98348398937051, 40.72290022061987]}",,,
34431373,2016-09-29T22:47:37.000,2016-09-29T23:25:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,228 WEST 116 STREET,WEST 116 STREET,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T06:47:37.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T23:25:10.000,10 MANHATTAN,MANHATTAN,997098,232075,Unspecified,MANHATTAN,40.803658846372805,-73.95359214423708,"{'type': 'Point', 'coordinates': [-73.95359214423708, 40.803658846372805]}",,,
34431106,2016-09-29T22:47:19.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,10019,180 CENTRAL PARK SOUTH,CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,N/A,Pending,2016-11-05T22:47:19.000,The Department of Health and Mental Hygiene has received and processed your complaint.  The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation.  Inspection results are not published.,2016-09-30T10:40:24.000,05 MANHATTAN,MANHATTAN,990140,218616,Unspecified,MANHATTAN,40.76672486064378,-73.9787367158388,"{'type': 'Point', 'coordinates': [-73.9787367158388, 40.76672486064378]}",,,
34436946,2016-09-29T22:46:17.000,2016-09-30T00:45:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10010,220 EAST 23 STREET,EAST 23 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T06:46:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:45:39.000,06 MANHATTAN,MANHATTAN,989101,208350,Unspecified,MANHATTAN,40.738547923683484,-73.98249497957708,"{'type': 'Point', 'coordinates': [-73.98249497957708, 40.738547923683484]}",,,
34436035,2016-09-29T22:46:00.000,2016-10-04T09:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,,11415,,,84 RD,TALBOT ST,INTERSECTION,Kew Gardens,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2016-10-04T09:53:00.000,09 QUEENS,QUEENS,1032179,197296,Unspecified,QUEENS,40.708078889047464,-73.8271253001259,"{'type': 'Point', 'coordinates': [-73.8271253001259, 40.708078889047464]}",84 ROAD,TALBOT STREET,
34436884,2016-09-29T22:45:48.000,2016-09-30T02:10:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,2311 84 STREET,84 STREET,23 AVENUE,24 AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T06:45:48.000,The Police Department issued a summons in response to the complaint.,2016-09-30T02:10:31.000,11 BROOKLYN,BROOKLYN,987056,158403,Unspecified,BROOKLYN,40.601455489760426,-73.9898952318521,"{'type': 'Point', 'coordinates': [-73.9898952318521, 40.601455489760426]}",,,
